,Date,Open,Volume
169,2019-09-05,212.0,23913700
170,2019-09-06,214.05000299999998,19362300
171,2019-09-09,214.83999599999999,27309400
172,2019-09-10,213.86000099999998,31777900
173,2019-09-11,218.07000699999998,44289600
174,2019-09-12,224.80000299999998,32226700
175,2019-09-13,220.0,39763300
176,2019-09-16,217.729996,21158100
177,2019-09-17,219.960007,18318700
178,2019-09-18,221.059998,25340000
179,2019-09-19,222.00999500000003,22060600
180,2019-09-20,221.38000499999998,55413100
181,2019-09-23,218.94999700000002,19165500
182,2019-09-24,221.02999900000003,31190800
183,2019-09-25,218.55000299999998,21903400
184,2019-09-26,220.0,18833500
185,2019-09-27,220.539993,25352000
186,2019-09-30,220.899994,25977400
187,2019-10-01,225.07000699999998,34805800
188,2019-10-02,223.059998,34612300
189,2019-10-03,218.42999300000002,28606500
190,2019-10-04,225.63999900000002,34619700
191,2019-10-07,226.270004,30576500
192,2019-10-08,225.82000699999998,27955000
193,2019-10-09,227.02999900000003,18692600
194,2019-10-10,227.92999300000002,28253400
195,2019-10-11,232.94999700000002,41698900
196,2019-10-14,234.899994,24106900
197,2019-10-15,236.38999900000002,21840000
198,2019-10-16,233.36999500000002,18475800
199,2019-10-17,235.08999599999999,16896300
200,2019-10-18,234.58999599999999,24358400
201,2019-10-21,237.520004,21811800
202,2019-10-22,241.16000400000001,20573400
203,2019-10-23,242.100006,18957200
204,2019-10-24,244.50999500000003,17318800
205,2019-10-25,243.16000400000001,18369300
206,2019-10-28,247.419998,24143200
207,2019-10-29,248.97000099999997,35709900
208,2019-10-30,244.75999500000003,31130500
209,2019-10-31,247.24000499999997,34790500
210,2019-11-01,249.539993,37781300
211,2019-11-04,257.329987,25818000
212,2019-11-05,257.049988,19974400
213,2019-11-06,256.769989,18966100
214,2019-11-07,258.73999,23735100
215,2019-11-08,258.690002,17496600
216,2019-11-11,258.299988,20455300
217,2019-11-12,261.549988,21847200
218,2019-11-13,261.130005,25683600
219,2019-11-14,263.75,22295700
220,2019-11-15,263.679993,25051600
221,2019-11-18,265.799988,21675800
222,2019-11-19,267.899994,19041800
223,2019-11-20,265.540009,26558600
224,2019-11-21,263.690002,30348800
225,2019-11-22,262.589996,16331300
226,2019-11-25,262.709991,21005100
227,2019-11-26,266.940002,26301900
228,2019-11-27,265.579987,16308900
229,2019-11-29,266.600006,11654400
230,2019-12-02,267.269989,23621800
231,2019-12-03,258.309998,28607600
232,2019-12-04,261.070007,16795400
233,2019-12-05,263.790009,18606100
234,2019-12-06,267.480011,26518900
235,2019-12-09,270.0,32010600
236,2019-12-10,268.600006,22605100
237,2019-12-11,268.809998,19689200
238,2019-12-12,267.77999900000003,34327600
239,2019-12-13,271.459991,33396900
240,2019-12-16,277.0,32046500
241,2019-12-17,279.570007,28539600
242,2019-12-18,279.799988,29007100
243,2019-12-19,279.5,24592300
244,2019-12-20,282.230011,68994500
245,2019-12-23,280.52999900000003,24643000
246,2019-12-24,284.690002,12119700
247,2019-12-26,284.820007,23280300
248,2019-12-27,291.119995,36566500
249,2019-12-30,289.459991,36028600
250,2019-12-31,289.929993,25201400
251,2020-01-02,296.23999,33870100
252,2020-01-03,297.149994,19656222
